timestamp,ask,bid,asksize,bidsize,sell_qty,buy_qty
2021-02-25T17:01:31.296035,50531.85000000,50528.71000000,0.26000000,1.00000000,15.656524000000003,23.95577999999999
2021-02-25T17:01:36.794538,50530.12000000,50520.55000000,0.05789300,0.43592000,2.4598630000000004,4.3710130000000005
2021-02-25T17:01:42.284479,50527.46000000,50527.45000000,0.26261500,0.74073900,0.25214200000000003,1.2976890000000008
2021-02-25T17:01:47.767470,50546.39000000,50543.52000000,0.17808800,0.06090500,4.029091999999999,1.010848
2021-02-25T17:01:53.686262,50516.41000000,50512.42000000,0.00793000,0.23145500,2.2269479999999997,1.904901
2021-02-25T17:01:59.599761,50512.62000000,50510.50000000,0.30672700,0.14697200,1.7139359999999995,1.3953330000000002
2021-02-25T17:02:05.083928,50502.11000000,50500.82000000,0.07412400,0.24952200,0.5023519999999999,2.7837249999999973
2021-02-25T17:02:10.575052,50479.31000000,50479.30000000,0.12760500,0.15000000,2.646236999999999,33.036523999999986
2021-02-25T17:02:16.066444,50477.58000000,50477.57000000,0.89365000,4.15368600,0.7342550000000001,1.6080059999999998
2021-02-25T17:02:21.552492,50500.03000000,50500.02000000,1.90854300,0.95586400,3.019066000000001,1.4848489999999999
2021-02-25T17:02:27.046007,50510.38000000,50510.37000000,1.51280400,0.41526900,4.481031000000001,0.8964199999999999
2021-02-25T17:02:32.527944,50477.58000000,50477.57000000,0.63835800,2.66396900,4.610262999999997,6.9718839999999975
2021-02-25T17:02:38.015720,50458.40000000,50448.69000000,0.11340000,0.45726000,5.620725000000002,12.05036000000001
2021-02-25T17:02:43.511172,50413.55000000,50405.07000000,0.16471100,0.12353100,2.8654179999999996,7.003684000000002
2021-02-25T17:02:49.007113,50433.30000000,50426.97000000,0.03643400,0.25642100,2.063166,11.712737999999998
2021-02-25T17:02:54.495598,50422.13000000,50419.17000000,0.05880300,0.50000000,2.723161000000001,3.666614999999999
2021-02-25T17:03:00.412274,50415.37000000,50415.36000000,0.00000400,1.61012600,1.197326,3.7716560000000006
2021-02-25T17:03:05.901629,50414.54000000,50412.08000000,0.52000000,0.00250000,1.6783819999999998,4.671303000000001
2021-02-25T17:03:11.385845,50372.81000000,50370.18000000,0.06286200,0.00079800,2.0649949999999992,20.14798099999999
2021-02-25T17:03:16.883722,50367.03000000,50358.35000000,0.00002600,0.00588400,5.091815999999999,5.216065999999997
2021-02-25T17:03:22.415596,50410.41000000,50398.70000000,0.25000000,0.51508400,7.643173999999999,2.8030769999999996
2021-02-25T17:03:27.904023,50370.00000000,50369.99000000,0.05020300,0.62745800,1.2132769999999997,3.784119999999999
2021-02-25T17:03:33.390331,50341.25000000,50338.42000000,0.05354500,0.24178400,1.5254829999999997,6.321077999999998
2021-02-25T17:03:38.881317,50303.93000000,50300.01000000,0.43573600,1.79115900,1.5262210000000005,8.397389
2021-02-25T17:03:44.377467,50333.00000000,50326.73000000,0.38725400,0.20261700,8.978695,34.805234999999996
2021-02-25T17:03:49.866203,50300.00000000,50299.99000000,1.06837100,0.46785600,4.406454000000001,5.028835
2021-02-25T17:03:55.785073,50328.97000000,50314.01000000,0.03736200,0.02780600,4.732568999999999,6.26077
2021-02-25T17:04:01.274419,50363.28000000,50363.27000000,1.50639200,0.00001100,6.399558000000001,3.7000970000000013
2021-02-25T17:04:06.769811,50388.61000000,50381.84000000,0.61003100,0.04512400,7.155411999999998,0.7900199999999998
2021-02-25T17:04:12.262409,50361.19000000,50352.47000000,0.18793200,1.24616700,1.8124930000000008,1.3480569999999998
2021-02-25T17:04:17.746742,50350.68000000,50342.83000000,0.13079000,0.03572000,2.194992000000001,3.5923130000000008
2021-02-25T17:04:23.235782,50326.25000000,50320.76000000,0.05509200,0.02191200,0.7228889999999998,1.4597449999999998
2021-02-25T17:04:28.724526,50445.94000000,50445.43000000,0.00248300,0.08822800,35.83484899999999,16.880392999999998
2021-02-25T17:04:34.218245,50402.58000000,50399.73000000,0.00600000,0.52000000,9.019040000000006,5.499994999999999
2021-02-25T17:04:39.705526,50481.71000000,50474.52000000,0.06953600,0.05163200,7.200031000000001,2.6234540000000006
2021-02-25T17:04:45.193647,50428.35000000,50423.16000000,1.00000000,0.20624200,1.5727210000000005,4.369183
2021-02-25T17:04:50.682909,50472.61000000,50469.32000000,0.20222800,1.00000000,2.0858929999999996,0.655534
2021-02-25T17:04:56.165983,50424.78000000,50424.77000000,0.06694200,0.29846400,0.9395379999999997,4.35914
2021-02-25T17:05:02.084398,50439.34000000,50439.33000000,0.00045700,0.18191100,1.036882,2.093981999999999
2021-02-25T17:05:07.570014,50463.36000000,50463.35000000,0.68462200,0.91349900,2.04607,0.43315000000000003
2021-02-25T17:05:13.057246,50555.08000000,50555.07000000,0.28726700,0.22271100,31.782300000000014,10.671382000000003
2021-02-25T17:05:18.545187,50494.92000000,50484.88000000,0.01335200,0.28790800,5.926686999999998,25.51579699999999
2021-02-25T17:05:24.035535,50479.35000000,50470.00000000,0.02258300,1.40458900,2.072251,3.755786999999998
2021-02-25T17:05:29.537493,50476.63000000,50468.44000000,0.42754500,1.00000000,1.4316440000000004,2.0059820000000004
2021-02-25T17:05:35.024644,50421.07000000,50416.66000000,0.50331300,0.16440500,0.9122190000000001,2.2873399999999995
2021-02-25T17:05:40.507269,50430.38000000,50429.44000000,0.00037400,0.23615700,3.967151000000001,2.056044
2021-02-25T17:05:45.991227,50411.21000000,50411.20000000,1.00000000,0.45782000,2.263165,1.098769
2021-02-25T17:05:51.481148,50430.59000000,50418.49000000,0.17850300,0.50000000,1.5989000000000002,5.3204389999999995
2021-02-25T17:05:56.970473,50390.79000000,50382.93000000,0.02790700,0.28963000,2.3956980000000003,4.859090000000001
2021-02-25T17:06:02.467434,50339.75000000,50339.74000000,0.16504400,0.74217500,1.5919250000000003,3.8102380000000005
2021-02-25T17:06:07.952030,50359.42000000,50359.41000000,3.34172400,0.08783300,1.2915199999999991,3.131141999999999
2021-02-25T17:06:13.874006,50339.44000000,50333.94000000,0.02000000,0.02790100,1.8209949999999988,3.187722
2021-02-25T17:06:19.365441,50369.74000000,50363.56000000,0.02533900,0.24178400,3.6182469999999998,1.3221459999999998
2021-02-25T17:06:24.850739,50331.93000000,50323.04000000,0.03467500,1.00000000,0.9284080000000001,1.6313120000000003
2021-02-25T17:06:30.333452,50344.96000000,50343.51000000,0.06488000,0.00126600,1.9415539999999998,2.2593070000000006
2021-02-25T17:06:35.817520,50328.52000000,50328.51000000,0.26000000,0.01000000,2.674252,1.2886199999999999
2021-02-25T17:06:41.306811,50337.40000000,50337.39000000,0.12366600,0.31053000,1.2968769999999998,1.012963
2021-02-25T17:06:46.796976,50350.00000000,50349.99000000,0.00684700,0.26000000,1.027046,1.0604780000000005
2021-02-25T17:06:52.290310,50320.01000000,50320.00000000,1.51950700,0.12726200,1.8709420000000003,1.9151639999999994
2021-02-25T17:06:57.793264,50332.48000000,50330.76000000,0.00302000,0.00457600,1.548479,0.8286959999999999
2021-02-25T17:07:03.291035,50339.11000000,50333.98000000,0.05907800,0.26000000,1.925734000000001,2.2657609999999995
2021-02-25T17:07:09.202161,50327.59000000,50322.19000000,0.04547700,0.76000000,1.465027,1.8211600000000006
2021-02-25T17:07:14.695267,50346.22000000,50346.21000000,0.50000000,0.07726200,1.7200829999999998,1.4136290000000002
2021-02-25T17:07:20.179061,50343.39000000,50335.96000000,0.42137400,1.00000000,0.5150229999999999,1.6099240000000001
2021-02-25T17:07:25.667570,50346.61000000,50346.20000000,0.45991500,0.00248400,0.8909880000000001,0.573703
2021-02-25T17:07:31.149609,50348.08000000,50344.50000000,0.00001500,0.16117800,2.3465390000000004,0.308589
